# Title: January 2016 - December 2017 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
TX-385,Real County,Texas,67.5,2.1,126,65.4
TX-387,Red River County,Texas,65.6,2.9,128,62.7
TX-389,Reeves County,Texas,66.8,3.1,127,63.7
TX-391,Refugio County,Texas,73.3,3.1,128,70.2
TX-393,Roberts County,Texas,60.6,3,127,57.6
TX-395,Robertson County,Texas,68.5,2.2,125,66.3
TX-397,Rockwall County,Texas,67,2.6,128,64.4
TX-399,Runnels County,Texas,66,1.8,119,64.2
TX-401,Rusk County,Texas,67.2,1.9,126,65.3
TX-403,Sabine County,Texas,67.9,2.4,127,65.4
TX-405,San Augustine County,Texas,67.8,2.2,127,65.6
TX-407,San Jacinto County,Texas,69.7,2.5,126,67.2
TX-409,San Patricio County,Texas,73.9,3,128,70.9
TX-411,San Saba County,Texas,67.6,2.5,125,65.1
TX-413,Schleicher County,Texas,65.9,2.2,125,63.7
TX-415,Scurry County,Texas,65,2.2,123,62.8
TX-417,Shackelford County,Texas,66.2,2.3,126,64
TX-419,Shelby County,Texas,67.3,2,126,65.3
TX-421,Sherman County,Texas,58.8,2.8,128,56
TX-423,Smith County,Texas,67.3,2.7,129,64.7
TX-425,Somervell County,Texas,67.2,1.9,123,65.3
TX-427,Starr County,Texas,76.8,3.4,128,73.4
TX-429,Stephens County,Texas,66,2.1,125,63.9
TX-431,Sterling County,Texas,65.6,2.2,124,63.5
TX-433,Stonewall County,Texas,65.9,2.5,126,63.4
TX-435,Sutton County,Texas,66.4,2.3,123,64.1
TX-437,Swisher County,Texas,59.7,2.2,124,57.5
TX-439,Tarrant County,Texas,67.9,2.6,127,65.3
TX-441,Taylor County,Texas,65.3,1.8,121,63.5
TX-443,Terrell County,Texas,67.9,1.9,120,66.1
TX-445,Terry County,Texas,62.4,2.3,126,60.1
TX-447,Throckmorton County,Texas,66.2,2.5,126,63.7
TX-449,Titus County,Texas,66.2,2.7,128,63.5
TX-451,Tom Green County,Texas,66.5,2.1,124,64.4
TX-453,Travis County,Texas,69.7,2.7,127,67.1
TX-455,Trinity County,Texas,68.5,2,126,66.5
TX-457,Tyler County,Texas,68.7,2.4,127,66.3
TX-459,Upshur County,Texas,66.6,2.2,127,64.4
TX-461,Upton County,Texas,67.3,3,126,64.3
TX-463,Uvalde County,Texas,70.4,2,124,68.4
TX-465,Val Verde County,Texas,69.2,1.7,119,67.5
TX-467,Van Zandt County,Texas,67.2,2.8,129,64.4
TX-469,Victoria County,Texas,72.5,3.1,128,69.4
TX-471,Walker County,Texas,69.2,2.2,125,67
TX-473,Waller County,Texas,71.3,3.4,127,67.9
TX-475,Ward County,Texas,67.6,3.2,126,64.4
TX-477,Washington County,Texas,70.5,3.1,126,67.5
TX-479,Webb County,Texas,74.3,2.7,127,71.6
TX-481,Wharton County,Texas,72.3,3.6,128,68.7
TX-483,Wheeler County,Texas,60.8,2.4,125,58.4
TX-485,Wichita County,Texas,65.2,2.2,125,63
TX-487,Wilbarger County,Texas,65.3,2.6,127,62.7
TX-489,Willacy County,Texas,76.2,3.1,128,73.1
TX-491,Williamson County,Texas,69.3,2.9,127,66.4
TX-493,Wilson County,Texas,71.3,2.2,126,69.1
TX-495,Winkler County,Texas,66.3,3.1,126,63.3
TX-497,Wise County,Texas,66.2,2.2,124,63.9
TX-499,Wood County,Texas,67,3.1,129,64
TX-501,Yoakum County,Texas,61.5,2.4,126,59.1
TX-503,Young County,Texas,66,2.4,126,63.6
TX-505,Zapata County,Texas,76.5,3.5,128,73
TX-507,Zavala County,Texas,72.4,2.3,126,70.1
UT-001,Beaver County,Utah,50.9,3.1,127,47.9
UT-003,Box Elder County,Utah,49.4,2.3,125,47
UT-005,Cache County,Utah,45.2,2.6,126,42.5
UT-007,Carbon County,Utah,46.5,3.1,127,43.4
UT-009,Daggett County,Utah,42.9,2.4,125,40.5
UT-011,Davis County,Utah,51.3,3.4,126,48
UT-013,Duchesne County,Utah,43.9,3.7,127,40.2
UT-015,Emery County,Utah,52.2,3.1,128,49.1
UT-017,Garfield County,Utah,50.6,3.3,128,47.4
UT-019,Grand County,Utah,53.3,3.9,128,49.3
UT-021,Iron County,Utah,50.7,3.1,127,47.6
UT-023,Juab County,Utah,51.5,2.3,125,49.2
UT-025,Kane County,Utah,54.4,3.1,128,51.2
UT-027,Millard County,Utah,52.4,2.5,126,49.9
UT-029,Morgan County,Utah,46,3.4,128,42.6
UT-031,Piute County,Utah,45.9,3.4,129,42.5
UT-033,Rich County,Utah,42,2.6,126,39.4
UT-035,Salt Lake County,Utah,51.3,3.6,128,47.7
UT-037,San Juan County,Utah,54.7,3,128,51.7
UT-039,Sanpete County,Utah,46.1,3,128,43.1
UT-041,Sevier County,Utah,46.8,2.9,129,43.9
UT-043,Summit County,Utah,40.9,3.1,128,37.8
UT-045,Tooele County,Utah,52,2.1,122,49.9
UT-047,Uintah County,Utah,47.8,3.5,127,44.3
UT-049,Utah County,Utah,48.6,2.9,126,45.8
UT-051,Wasatch County,Utah,43.2,3.1,128,40
UT-053,Washington County,Utah,57.5,2.6,127,54.9
UT-055,Wayne County,Utah,52.9,3.3,128,49.6
UT-057,Weber County,Utah,47.9,3.2,126,44.7
VT-001,Addison County,Vermont,45.5,2.9,121,42.7
VT-003,Bennington County,Vermont,44.7,3.2,123,41.5
VT-005,Caledonia County,Vermont,42.5,2.3,120,40.2
VT-007,Chittenden County,Vermont,46,3.3,122,42.6
VT-009,Essex County,Vermont,42,2.9,121,39.1
VT-011,Franklin County,Vermont,45,3.1,121,41.9
VT-013,Grand Isle County,Vermont,46.8,3,122,43.8
VT-015,Lamoille County,Vermont,42.8,2.8,120,40.1
VT-017,Orange County,Vermont,44.1,2.9,122,41.2
VT-019,Orleans County,Vermont,42.5,2.8,120,39.8
VT-021,Rutland County,Vermont,45,3,122,42
VT-023,Washington County,Vermont,43.1,2.5,120,40.5
VT-025,Windham County,Vermont,45.7,3,122,42.7
VT-027,Windsor County,Vermont,45,3,121,41.9
VA-001,Accomack County,Virginia,59.4,2.9,123,56.6
VA-003,Albemarle County,Virginia,57.5,2.8,125,54.6
VA-005,Alleghany County,Virginia,54.4,2.1,126,52.3
VA-007,Amelia County,Virginia,59.1,2.3,124,56.7
VA-009,Amherst County,Virginia,56.8,2.4,126,54.4
VA-011,Appomattox County,Virginia,58.2,2.9,128,55.3
VA-013,Arlington County,Virginia,58,3,125,55
VA-015,Augusta County,Virginia,54.3,2.5,124,51.9
VA-017,Bath County,Virginia,53.5,2.3,127,51.2
VA-019,Bedford County,Virginia,57.5,2.2,125,55.3
VA-021,Bland County,Virginia,52.7,1.9,124,50.8
VA-023,Botetourt County,Virginia,56.3,1.9,125,54.4
VA-025,Brunswick County,Virginia,59.9,2.6,126,57.4
VA-027,Buchanan County,Virginia,55.8,2.3,128,53.5
VA-029,Buckingham County,Virginia,58.4,2.6,126,55.7
VA-031,Campbell County,Virginia,58.1,2.8,127,55.3
VA-033,Caroline County,Virginia,58.5,2.5,126,56
VA-035,Carroll County,Virginia,54.4,2.7,128,51.7
VA-036,Charles City County,Virginia,60.4,1.9,123,58.5
VA-037,Charlotte County,Virginia,58.7,2.7,129,56
VA-041,Chesterfield County,Virginia,59.2,1.7,122,57.4
VA-043,Clarke County,Virginia,55.2,2.6,124,52.6
VA-045,Craig County,Virginia,54.3,2.1,126,52.3
VA-047,Culpeper County,Virginia,57.1,2.8,126,54.2
VA-049,Cumberland County,Virginia,58.7,2.4,125,56.2
VA-051,Dickenson County,Virginia,55.6,2.1,128,53.5
VA-053,Dinwiddie County,Virginia,59.6,2.1,123,57.5
VA-057,Essex County,Virginia,59,2.3,125,56.7
VA-059,Fairfax County,Virginia,57.7,3.1,125,54.6
VA-061,Fauquier County,Virginia,56.3,2.9,125,53.4
VA-063,Floyd County,Virginia,53.4,2.4,127,51
VA-065,Fluvanna County,Virginia,58.1,2.5,125,55.6
VA-067,Franklin County,Virginia,57.6,2.5,127,55.1
VA-069,Frederick County,Virginia,54.6,2.7,125,52
VA-071,Giles County,Virginia,53.5,2,124,51.6
VA-073,Gloucester County,Virginia,60.6,2.6,127,58
VA-075,Goochland County,Virginia,58.2,2.1,124,56.1
VA-077,Grayson County,Virginia,52.3,2.5,128,49.7
VA-079,Greene County,Virginia,56.1,3,126,53.1
VA-081,Greensville County,Virginia,60.4,2.4,125,58
VA-083,Halifax County,Virginia,59.1,2.5,128,56.5
VA-085,Hanover County,Virginia,58.5,1.9,121,56.6
VA-087,Henrico County,Virginia,59.1,1.6,119,57.5
VA-089,Henry County,Virginia,58.6,2.4,127,56.3
VA-091,Highland County,Virginia,50.8,2.3,126,48.4
VA-093,Isle of Wight County,Virginia,60.8,2.1,122,58.7
VA-095,James City County,Virginia,60.8,2.5,127,58.3
VA-097,King and Queen County,Virginia,59.3,2.1,125,57.2
VA-099,King George County,Virginia,59.3,3.3,126,56
VA-101,King William County,Virginia,59.1,2,122,57.2
VA-103,Lancaster County,Virginia,59.5,2.4,125,57.1
VA-105,Lee County,Virginia,56.2,1.4,118,54.8
VA-107,Loudoun County,Virginia,56,2.8,124,53.2
VA-109,Louisa County,Virginia,57.5,2.3,124,55.2
VA-111,Lunenburg County,Virginia,59,2.4,127,56.6
VA-113,Madison County,Virginia,55.8,2.9,126,52.9
VA-115,Mathews County,Virginia,60.5,2.6,127,57.9
VA-117,Mecklenburg County,Virginia,59.7,2.6,127,57.1
VA-119,Middlesex County,Virginia,59.9,2.4,126,57.5
VA-121,Montgomery County,Virginia,54.8,2.2,124,52.6
VA-125,Nelson County,Virginia,56.6,2.6,127,54
VA-127,New Kent County,Virginia,59.7,2,123,57.8
VA-131,Northampton County,Virginia,60.3,2.6,125,57.7
VA-133,Northumberland County,Virginia,59,2.4,125,56.6
VA-135,Nottoway County,Virginia,59.1,2.4,124,56.6
VA-137,Orange County,Virginia,57.2,2.6,124,54.7
VA-139,Page County,Virginia,54.5,3,126,51.5
VA-141,Patrick County,Virginia,57,2.6,129,54.4
VA-143,Pittsylvania County,Virginia,58.4,2.1,126,56.3
VA-145,Powhatan County,Virginia,58.6,2.1,124,56.5
VA-147,Prince Edward County,Virginia,58.8,2.8,129,56
VA-149,Prince George County,Virginia,60.2,1.8,123,58.4
VA-153,Prince William County,Virginia,57.9,3.4,126,54.5
VA-155,Pulaski County,Virginia,54.6,2.3,125,52.3
VA-157,Rappahannock County,Virginia,55.2,2.8,125,52.4
VA-159,Richmond County,Virginia,58.9,2.2,124,56.7
VA-161,Roanoke County,Virginia,56.4,2.2,125,54.3
VA-163,Rockbridge County,Virginia,55.5,2,126,53.5
VA-165,Rockingham County,Virginia,54.4,2.8,126,51.6
VA-167,Russell County,Virginia,55.1,2.2,127,52.8
VA-169,Scott County,Virginia,56.9,2,128,54.9
VA-171,Shenandoah County,Virginia,54.6,2.7,126,52
VA-173,Smyth County,Virginia,53.4,2.3,126,51
VA-175,Southampton County,Virginia,60.4,2.1,122,58.4
VA-177,Spotsylvania County,Virginia,57.6,2.7,126,54.9
VA-179,Stafford County,Virginia,58.5,3.5,126,54.9
VA-181,Surry County,Virginia,60.7,2.3,123,58.5
VA-183,Sussex County,Virginia,60.3,2.2,124,58.1
VA-185,Tazewell County,Virginia,52.8,2.1,124,50.7
VA-187,Warren County,Virginia,54.8,2.5,123,52.2
VA-191,Washington County,Virginia,55.6,2.2,126,53.4
VA-193,Westmoreland County,Virginia,58.9,2.5,125,56.4
VA-195,Wise County,Virginia,54.5,1.8,127,52.7
VA-197,Wythe County,Virginia,53.8,2.4,128,51.4
VA-199,York County,Virginia,61.1,2.6,127,58.6
VA-510,Alexandria City,Virginia,58.6,3.1,125,55.5
VA-520,Bristol City,Virginia,57.2,2.3,126,54.9
VA-530,Buena Vista City,Virginia,56.7,2,125,54.7
VA-540,Charlottesville City,Virginia,58.1,2.9,125,55.2
VA-550,Chesapeake City,Virginia,61.1,2.3,122,58.8
VA-570,Colonial Heights City,Virginia,59.7,1.5,118,58.2
VA-580,Covington City,Virginia,56.1,2,127,54
VA-590,Danville City,Virginia,59.2,1.7,123,57.5
VA-595,Emporia City,Virginia,60.4,2.3,124,58.1
VA-600,Fairfax City,Virginia,57.3,3,125,54.2
VA-610,Falls Church City,Virginia,57.3,2.9,125,54.4
VA-620,Franklin City,Virginia,60.4,1.9,122,58.5
VA-630,Fredericksburg City,Virginia,58.2,3.2,126,55
VA-640,Galax City,Virginia,54.3,2.7,127,51.6
VA-650,Hampton City,Virginia,61.3,2.2,121,59.1
VA-660,Harrisonburg City,Virginia,55.5,2.8,126,52.7
VA-670,Hopewell City,Virginia,60,1.4,118,58.6
VA-680,Lynchburg City,Virginia,57.8,2.6,125,55.2
VA-683,Manassas City,Virginia,57.8,3.3,126,54.5
VA-685,Manassas Park City,Virginia,57.7,3.3,125,54.5
VA-690,Martinsville City,Virginia,58.6,2.3,127,56.3
VA-700,Newport News City,Virginia,61.3,2.3,122,59
VA-710,Norfolk City,Virginia,61.8,2.5,122,59.3
VA-720,Norton City,Virginia,54.5,1.7,127,52.7
VA-730,Petersburg City,Virginia,59.8,1.7,122,58.1
VA-735,Poquoson City,Virginia,61.3,2.3,122,59
VA-740,Portsmouth City,Virginia,61.8,2.3,121,59.5
VA-750,Radford City,Virginia,55,2.2,124,52.8
VA-760,Richmond City,Virginia,59,1.6,117,57.4
VA-770,Roanoke City,Virginia,57.9,2.2,125,55.7
VA-775,Salem City,Virginia,57.8,2.2,125,55.6
VA-790,Staunton City,Virginia,55.5,2.6,124,52.9
VA-800,Suffolk City,Virginia,60.7,1.9,122,58.8
VA-810,Virginia Beach City,Virginia,61.5,2.6,123,58.9
VA-820,Waynesboro City,Virginia,55.8,2.7,124,53.1
VA-830,Williamsburg City,Virginia,61,2.7,127,58.2
VA-840,Winchester City,Virginia,55,2.7,125,52.3
WA-001,Adams County,Washington,50,1.6,115,48.4
WA-003,Asotin County,Washington,49.4,2.3,124,47.1
WA-005,Benton County,Washington,52.6,1,98,51.6
WA-007,Chelan County,Washington,43.8,1.5,113,42.2
WA-009,Clallam County,Washington,48.2,1.6,122,46.7
WA-011,Clark County,Washington,52.5,1.7,116,50.9
WA-013,Columbia County,Washington,49,2.2,124,46.8
WA-015,Cowlitz County,Washington,50.5,1.8,118,48.7
WA-017,Douglas County,Washington,48.2,1.1,103,47
WA-019,Ferry County,Washington,43.6,1.5,112,42.1
WA-021,Franklin County,Washington,52.2,1.4,109,50.8
WA-023,Garfield County,Washington,49.4,2.3,124,47.1
WA-025,Grant County,Washington,50.8,1.2,106,49.6
WA-027,Grays Harbor County,Washington,50.8,1.5,121,49.2
WA-029,Island County,Washington,51.8,1.9,123,49.9
WA-031,Jefferson County,Washington,46.4,1.5,118,44.9
WA-033,King County,Washington,48.6,1.7,123,46.9
WA-035,Kitsap County,Washington,52.4,1.8,123,50.6
WA-037,Kittitas County,Washington,45.7,1.5,112,44.3
WA-039,Klickitat County,Washington,49.1,1.7,114,47.4
WA-041,Lewis County,Washington,48,1.2,110,46.8
WA-043,Lincoln County,Washington,47,0.7,95,46.3
WA-045,Mason County,Washington,50.1,1.8,125,48.3
WA-047,Okanogan County,Washington,43.3,1.5,112,41.8
WA-049,Pacific County,Washington,51.1,1.6,120,49.5
WA-051,Pend Oreille County,Washington,43.5,2.1,124,41.4
WA-053,Pierce County,Washington,47.8,1.6,121,46.2
WA-055,San Juan County,Washington,51.4,1.7,122,49.7
WA-057,Skagit County,Washington,46.6,1.5,116,45.1
WA-059,Skamania County,Washington,46.2,1.7,117,44.5
WA-061,Snohomish County,Washington,47.1,1.4,116,45.7
WA-063,Spokane County,Washington,47.9,2,120,45.9
WA-065,Stevens County,Washington,45.7,1.6,115,44.1
WA-067,Thurston County,Washington,51.5,1.2,112,50.3
WA-069,Wahkiakum County,Washington,51,1.8,122,49.2
WA-071,Walla Walla County,Washington,52.9,1.5,109,51.4
WA-073,Whatcom County,Washington,45.4,1.9,124,43.5
WA-075,Whitman County,Washington,49.9,1.9,120,48
WA-077,Yakima County,Washington,47.4,1.8,121,45.5
WV-001,Barbour County,West Virginia,53.7,3,125,50.7
WV-003,Berkeley County,West Virginia,55.1,3,128,52.1
WV-005,Boone County,West Virginia,56.5,2.4,128,54.1
WV-007,Braxton County,West Virginia,55.8,2.8,128,53.1
WV-009,Brooke County,West Virginia,53.4,2.6,128,50.7
WV-011,Cabell County,West Virginia,57.3,2.7,128,54.5
WV-013,Calhoun County,West Virginia,55.4,2.5,127,52.9
WV-015,Clay County,West Virginia,56,2.5,128,53.5
WV-017,Doddridge County,West Virginia,54.9,2.8,128,52.1
WV-019,Fayette County,West Virginia,53.9,2.1,124,51.8
WV-021,Gilmer County,West Virginia,55.6,2.8,128,52.8
WV-023,Grant County,West Virginia,52.5,2.6,126,49.9
WV-025,Greenbrier County,West Virginia,51.7,2.2,124,49.5
WV-027,Hampshire County,West Virginia,54,2.4,127,51.6
WV-029,Hancock County,West Virginia,52.6,2.2,125,50.4
WV-031,Hardy County,West Virginia,53.3,2.4,126,50.9
WV-033,Harrison County,West Virginia,54.8,2.9,127,51.9
WV-035,Jackson County,West Virginia,55.9,2.3,128,53.5
WV-037,Jefferson County,West Virginia,55.4,2.8,125,52.6
WV-039,Kanawha County,West Virginia,56.8,2.4,128,54.3
WV-041,Lewis County,West Virginia,55.4,3.1,128,52.3
WV-043,Lincoln County,West Virginia,57.7,2.7,128,54.9
WV-045,Logan County,West Virginia,57.1,2.4,128,54.7
WV-047,McDowell County,West Virginia,55.2,2.1,128,53.1
WV-049,Marion County,West Virginia,54.2,2.7,128,51.5
WV-051,Marshall County,West Virginia,53.8,2.7,129,51
WV-053,Mason County,West Virginia,55.8,1.9,125,53.9
WV-055,Mercer County,West Virginia,53.2,1.7,125,51.4
WV-057,Mineral County,West Virginia,54,2.1,124,51.8
WV-059,Mingo County,West Virginia,57.7,2.4,128,55.2
WV-061,Monongalia County,West Virginia,53.6,2.5,128,51
WV-063,Monroe County,West Virginia,53.7,2.1,125,51.6
WV-065,Morgan County,West Virginia,54.5,2.7,125,51.7
WV-067,Nicholas County,West Virginia,53.4,2.5,127,51
WV-069,Ohio County,West Virginia,53.4,2.8,128,50.7
WV-071,Pendleton County,West Virginia,51.7,2.6,126,49.1
WV-073,Pleasants County,West Virginia,55.2,3,128,52.2
WV-075,Pocahontas County,West Virginia,49,2.2,126,46.8
WV-077,Preston County,West Virginia,51.2,2.3,125,48.8
WV-079,Putnam County,West Virginia,57.1,2.7,128,54.3
WV-081,Raleigh County,West Virginia,53.5,2.1,125,51.4
WV-083,Randolph County,West Virginia,50.1,2.9,127,47.1
WV-085,Ritchie County,West Virginia,55.2,2.9,128,52.3
WV-087,Roane County,West Virginia,55.7,2.4,128,53.3
WV-089,Summers County,West Virginia,54.1,2,125,52.2
WV-091,Taylor County,West Virginia,54,2.4,126,51.5
WV-093,Tucker County,West Virginia,50.3,3.3,127,47
WV-095,Tyler County,West Virginia,54.8,2.8,128,52
WV-097,Upshur County,West Virginia,53.9,3.1,128,50.8
WV-099,Wayne County,West Virginia,57.6,2.8,128,54.8
WV-101,Webster County,West Virginia,51.8,2.1,127,49.6
WV-103,Wetzel County,West Virginia,54.1,2.7,128,51.4
WV-105,Wirt County,West Virginia,55.4,2.6,128,52.8
WV-107,Wood County,West Virginia,55.7,2.8,128,52.9
WV-109,Wyoming County,West Virginia,55.1,2.2,128,52.9
WI-001,Adams County,Wisconsin,46.9,3.4,125,43.5
WI-003,Ashland County,Wisconsin,41.8,2.7,121,39.1
WI-005,Barron County,Wisconsin,44.3,3.2,122,41.1
WI-007,Bayfield County,Wisconsin,42.1,3,122,39.1
WI-009,Brown County,Wisconsin,46.7,3.8,126,42.9
WI-011,Buffalo County,Wisconsin,47.6,3.6,127,44
WI-013,Burnett County,Wisconsin,44.2,3.5,123,40.7
WI-015,Calumet County,Wisconsin,47.2,3.6,127,43.5
WI-017,Chippewa County,Wisconsin,45,3,124,41.9
WI-019,Clark County,Wisconsin,45,3.5,126,41.5
WI-021,Columbia County,Wisconsin,47.9,3.1,125,44.8
WI-023,Crawford County,Wisconsin,48.6,2.9,125,45.7
WI-025,Dane County,Wisconsin,48.5,3,126,45.5
WI-027,Dodge County,Wisconsin,47.3,2.3,121,45
WI-029,Door County,Wisconsin,45.5,2.9,124,42.6
WI-031,Douglas County,Wisconsin,42.2,3.1,121,39.1
WI-033,Dunn County,Wisconsin,45.9,3.2,125,42.8
WI-035,Eau Claire County,Wisconsin,45.9,3.4,124,42.5
WI-037,Florence County,Wisconsin,42.2,3.3,123,38.9
WI-039,Fond du Lac County,Wisconsin,47.1,2.9,125,44.2
WI-041,Forest County,Wisconsin,41.6,2.9,122,38.7
WI-043,Grant County,Wisconsin,48.8,2.6,123,46.3
WI-045,Green County,Wisconsin,49.4,3.2,127,46.2
WI-047,Green Lake County,Wisconsin,47.4,3,126,44.4
WI-049,Iowa County,Wisconsin,48.4,3.1,126,45.3
WI-051,Iron County,Wisconsin,41,2.5,118,38.5
WI-053,Jackson County,Wisconsin,46.4,3.7,125,42.7
WI-055,Jefferson County,Wisconsin,49,2.9,127,46.1
WI-057,Juneau County,Wisconsin,46.8,3.3,125,43.5
WI-059,Kenosha County,Wisconsin,49.7,2.6,124,47.1
WI-061,Kewaunee County,Wisconsin,46,3.2,124,42.8
WI-063,La Crosse County,Wisconsin,47.9,3.3,127,44.6
WI-065,Lafayette County,Wisconsin,48.9,3,126,45.9
WI-067,Langlade County,Wisconsin,42.7,3.3,123,39.4
WI-069,Lincoln County,Wisconsin,43,3.1,123,39.9
WI-071,Manitowoc County,Wisconsin,46.8,3.4,125,43.4
WI-073,Marathon County,Wisconsin,44.5,3.4,124,41.1
WI-075,Marinette County,Wisconsin,44.2,2.9,122,41.3
WI-077,Marquette County,Wisconsin,47.6,3.3,126,44.3
WI-078,Menominee County,Wisconsin,44.7,3.5,125,41.1
WI-079,Milwaukee County,Wisconsin,49.4,3,125,46.3
WI-081,Monroe County,Wisconsin,46.2,2.8,124,43.4
WI-083,Oconto County,Wisconsin,45,3.1,123,41.8
WI-085,Oneida County,Wisconsin,41.7,2.7,120,39.1
WI-087,Outagamie County,Wisconsin,46.8,3.6,124,43.3
WI-089,Ozaukee County,Wisconsin,48.1,3,126,45.1
WI-091,Pepin County,Wisconsin,47.1,3.1,124,43.9
WI-093,Pierce County,Wisconsin,46.1,2.8,121,43.3
WI-095,Polk County,Wisconsin,45,3.4,123,41.6
WI-097,Portage County,Wisconsin,45.8,3.3,124,42.5
WI-099,Price County,Wisconsin,42,2.9,122,39.1
WI-101,Racine County,Wisconsin,49.4,2.6,125,46.7
WI-103,Richland County,Wisconsin,48.1,3,125,45.1
WI-105,Rock County,Wisconsin,49.6,2.9,127,46.7
WI-107,Rusk County,Wisconsin,43.8,3,124,40.8
WI-109,St. Croix County,Wisconsin,45.8,3.2,123,42.6
WI-111,Sauk County,Wisconsin,48,3.3,126,44.7
WI-113,Sawyer County,Wisconsin,42.4,3.2,123,39.2
WI-115,Shawano County,Wisconsin,45.6,3.7,125,41.9
WI-117,Sheboygan County,Wisconsin,47.3,3.1,125,44.1
WI-119,Taylor County,Wisconsin,43.3,2.9,122,40.3
WI-121,Trempealeau County,Wisconsin,47.4,3.8,126,43.6
WI-123,Vernon County,Wisconsin,47.2,2.8,125,44.4
WI-125,Vilas County,Wisconsin,40.9,2.6,120,38.3
WI-127,Walworth County,Wisconsin,49.2,2.8,126,46.4
WI-129,Washburn County,Wisconsin,43.1,3.1,123,40
WI-131,Washington County,Wisconsin,47.4,2.9,126,44.5
WI-133,Waukesha County,Wisconsin,48.7,3,126,45.6
WI-135,Waupaca County,Wisconsin,46.3,3.2,124,43.1
WI-137,Waushara County,Wisconsin,46.7,3.2,122,43.5
WI-139,Winnebago County,Wisconsin,47.3,3.2,125,44.1
WI-141,Wood County,Wisconsin,45.8,3.3,126,42.5
WY-001,Albany County,Wyoming,42.6,3.2,128,39.4
WY-003,Big Horn County,Wyoming,45,3.6,128,41.5
WY-005,Campbell County,Wyoming,46.5,2.9,127,43.6
WY-007,Carbon County,Wyoming,43.3,3.1,128,40.3
WY-009,Converse County,Wyoming,46,2.4,125,43.6
WY-011,Crook County,Wyoming,46.3,3.2,128,43
WY-013,Fremont County,Wyoming,42.2,2.4,125,39.8
WY-015,Goshen County,Wyoming,48.8,2.9,126,45.9
WY-017,Hot Springs County,Wyoming,44.8,2.5,124,42.3
WY-019,Johnson County,Wyoming,45.2,2.6,127,42.6
WY-021,Laramie County,Wyoming,47.7,3.4,129,44.3
WY-023,Lincoln County,Wyoming,40.1,2.8,127,37.2
WY-025,Natrona County,Wyoming,45.3,2.6,125,42.7
WY-027,Niobrara County,Wyoming,47.4,2.6,124,44.8
WY-029,Park County,Wyoming,40.6,3.1,128,37.5
WY-031,Platte County,Wyoming,48.3,2.9,127,45.3
WY-033,Sheridan County,Wyoming,44.6,2.9,127,41.7
WY-035,Sublette County,Wyoming,37.3,2.6,127,34.7
WY-037,Sweetwater County,Wyoming,43.4,2.6,125,40.8
WY-039,Teton County,Wyoming,36.7,2.3,127,34.4
WY-041,Uinta County,Wyoming,41.9,2.7,127,39.2
WY-043,Washakie County,Wyoming,46.4,3,128,43.4
WY-045,Weston County,Wyoming,46.5,2.8,126,43.7
